transaction_id,sender_id,receiver_id,amount,currency,timestamp,transaction_type,pattern_label,data_source,synthetic_data
SYN-TXN-00183,P004,P015,1148,INR,2026-01-18 13:22:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00585,P010,P008,16363,INR,2026-01-18 17:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00061,P014,P002,17480,INR,2026-01-19 18:39:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00455,P012,P005,4413,INR,2026-01-19 21:42:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00433,P012,P004,1915,INR,2026-01-20 02:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00498,P007,P015,11618,INR,2026-01-20 09:20:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00100,P001,P002,5306,INR,2026-01-20 21:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00694,P003,P007,149517,INR,2026-01-22 11:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00715,P010,P013,87636,INR,2026-01-22 14:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00354,P009,P011,4036,INR,2026-01-23 02:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00243,P012,P015,19324,INR,2026-01-23 05:50:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00598,P011,P003,2743,INR,2026-01-23 08:30:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00134,P008,P012,2761,INR,2026-01-23 18:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00528,P012,P013,3116,INR,2026-01-24 00:07:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00497,P007,P013,6542,INR,2026-01-24 00:30:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00583,P013,P011,21784,INR,2026-01-24 00:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00324,P011,P014,19404,INR,2026-01-24 07:10:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00168,P010,P003,3868,INR,2026-01-24 13:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00717,P010,P013,115538,INR,2026-01-25 10:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00019,P001,P008,1784,INR,2026-01-26 06:24:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00366,P012,P011,15048,INR,2026-01-26 16:22:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00339,P001,P011,7557,INR,2026-01-26 19:22:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00382,P012,P009,1506,INR,2026-01-27 00:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00333,P010,P013,7015,INR,2026-01-27 20:48:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00578,P011,P003,8232,INR,2026-01-28 10:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00169,P012,P006,614,INR,2026-01-28 16:56:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00289,P004,P010,20161,INR,2026-01-28 21:13:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00378,P001,P009,9184,INR,2026-01-29 09:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00166,P007,P010,2594,INR,2026-01-29 16:41:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00128,P004,P009,4179,INR,2026-01-30 10:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00515,P013,P014,13229,INR,2026-01-30 16:00:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00475,P011,P009,1340,INR,2026-01-30 22:27:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00202,P010,P005,17447,INR,2026-01-31 07:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00535,P001,P008,822,INR,2026-01-31 11:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00430,P007,P014,1181,INR,2026-02-01 00:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00115,P015,P010,22690,INR,2026-02-02 11:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00702,P005,P010,95571,INR,2026-02-02 16:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00229,P005,P011,1569,INR,2026-02-02 18:03:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00172,P004,P005,4783,INR,2026-02-03 00:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00222,P008,P009,9778,INR,2026-02-03 01:23:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00127,P015,P006,773,INR,2026-02-03 11:04:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00058,P013,P005,3372,INR,2026-02-03 17:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00265,P006,P005,2768,INR,2026-02-03 19:49:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00069,P005,P011,23084,INR,2026-02-04 03:09:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00584,P002,P010,3351,INR,2026-02-04 06:26:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00604,P001,P003,114544,INR,2026-02-04 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00605,P003,P007,113673,INR,2026-02-04 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00137,P012,P002,4373,INR,2026-02-04 10:48:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00606,P007,P010,109948,INR,2026-02-04 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00628,P005,P008,79662,INR,2026-02-05 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00629,P008,P012,79127,INR,2026-02-05 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00630,P012,P014,75838,INR,2026-02-05 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00579,P009,P003,10639,INR,2026-02-05 12:25:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00341,P001,P013,11041,INR,2026-02-05 14:05:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00652,P002,P006,55884,INR,2026-02-05 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00673,P004,P011,79412,INR,2026-02-05 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00653,P006,P009,55850,INR,2026-02-05 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00674,P011,P013,78378,INR,2026-02-05 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00654,P009,P002,56591,INR,2026-02-05 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00675,P013,P004,79562,INR,2026-02-05 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00182,P008,P007,1167,INR,2026-02-05 18:01:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00252,P006,P011,10431,INR,2026-02-06 06:08:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00288,P011,P005,18641,INR,2026-02-06 08:56:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00053,P001,P002,19236,INR,2026-02-06 21:02:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00500,P009,P002,4537,INR,2026-02-06 23:17:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00596,P001,P005,8130,INR,2026-02-07 04:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00425,P004,P009,3589,INR,2026-02-07 04:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00195,P001,P004,7530,INR,2026-02-07 15:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00225,P002,P008,16590,INR,2026-02-08 10:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00693,P003,P007,107378,INR,2026-02-08 17:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00328,P005,P003,1361,INR,2026-02-09 16:09:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00057,P008,P015,9205,INR,2026-02-09 21:21:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00085,P010,P015,21894,INR,2026-02-10 00:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00273,P010,P008,1346,INR,2026-02-10 09:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00560,P015,P012,21404,INR,2026-02-10 16:26:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00381,P005,P015,3349,INR,2026-02-11 04:00:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00711,P010,P013,79518,INR,2026-02-11 11:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00320,P015,P011,3947,INR,2026-02-11 11:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00379,P011,P006,16227,INR,2026-02-11 22:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00555,P006,P012,2131,INR,2026-02-11 23:13:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00469,P004,P014,21412,INR,2026-02-12 14:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00587,P011,P009,4019,INR,2026-02-12 19:25:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00065,P007,P013,3203,INR,2026-02-13 01:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00557,P012,P007,3588,INR,2026-02-13 07:10:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00513,P006,P011,1148,INR,2026-02-14 13:01:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00244,P014,P009,6957,INR,2026-02-15 00:00:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00008,P005,P001,9088,INR,2026-02-15 07:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00237,P003,P012,10384,INR,2026-02-15 07:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00223,P012,P001,4883,INR,2026-02-15 14:31:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00349,P005,P009,23149,INR,2026-02-15 21:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00090,P007,P015,10207,INR,2026-02-15 22:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00291,P004,P005,5610,INR,2026-02-15 22:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00076,P014,P015,5519,INR,2026-02-15 22:43:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00165,P013,P015,4196,INR,2026-02-16 04:16:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00303,P012,P011,3608,INR,2026-02-16 19:37:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00367,P012,P005,13772,INR,2026-02-16 23:19:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00414,P014,P013,9772,INR,2026-02-17 06:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00077,P012,P011,1440,INR,2026-02-17 14:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00506,P002,P010,1221,INR,2026-02-18 00:15:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00027,P003,P004,23398,INR,2026-02-18 03:24:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00359,P011,P014,11741,INR,2026-02-19 03:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00095,P012,P001,5536,INR,2026-02-19 18:56:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00052,P014,P003,4302,INR,2026-02-20 12:20:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00517,P006,P015,15194,INR,2026-02-20 16:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00101,P005,P013,2525,INR,2026-02-21 09:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00188,P014,P004,721,INR,2026-02-21 11:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00043,P006,P005,10471,INR,2026-02-21 12:28:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00572,P014,P015,24995,INR,2026-02-22 08:22:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00607,P001,P003,81059,INR,2026-02-22 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00608,P003,P007,79459,INR,2026-02-22 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00609,P007,P010,77089,INR,2026-02-22 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00276,P014,P007,9877,INR,2026-02-23 05:34:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00203,P009,P015,4510,INR,2026-02-23 08:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00631,P005,P008,60829,INR,2026-02-23 10:00:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00532,P011,P008,21795,INR,2026-02-23 10:32:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00632,P008,P012,59434,INR,2026-02-23 10:35:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00633,P012,P014,58713,INR,2026-02-23 11:10:00,TRANSFER,TRANSACTION_CHAIN,Synthetic Demonstration Dataset,True
SYN-TXN-00437,P003,P007,5050,INR,2026-02-24 06:38:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00704,P005,P010,91562,INR,2026-02-24 12:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00082,P008,P007,20532,INR,2026-02-25 01:43:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00384,P005,P004,15722,INR,2026-02-25 04:52:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00369,P014,P005,4104,INR,2026-02-25 12:13:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00301,P004,P005,4221,INR,2026-02-25 17:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00343,P009,P002,4910,INR,2026-02-25 17:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00334,P012,P011,23270,INR,2026-02-26 18:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00375,P003,P010,4751,INR,2026-02-27 02:35:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00102,P012,P002,2311,INR,2026-02-27 07:47:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00716,P010,P013,76690,INR,2026-02-27 16:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00314,P010,P009,2432,INR,2026-02-27 20:07:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00302,P004,P013,4910,INR,2026-02-27 23:04:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00712,P010,P013,167507,INR,2026-02-28 10:00:00,TRANSFER,REPEATED_HIGH_VALUE,Synthetic Demonstration Dataset,True
SYN-TXN-00266,P002,P008,3201,INR,2026-03-01 13:51:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00410,P013,P007,3783,INR,2026-03-02 05:04:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00544,P007,P008,6102,INR,2026-03-02 11:40:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00655,P002,P006,58386,INR,2026-03-02 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00676,P004,P011,72722,INR,2026-03-02 16:00:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00656,P006,P009,57858,INR,2026-03-02 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00677,P011,P013,72908,INR,2026-03-02 16:25:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00678,P013,P004,71995,INR,2026-03-02 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00657,P009,P002,58615,INR,2026-03-02 16:50:00,TRANSFER,CIRCULAR_FLOW,Synthetic Demonstration Dataset,True
SYN-TXN-00338,P005,P012,9131,INR,2026-03-03 06:44:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00149,P008,P001,1270,INR,2026-03-03 14:36:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00423,P009,P004,2793,INR,2026-03-03 20:11:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00368,P012,P003,12279,INR,2026-03-04 07:59:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00494,P001,P002,1965,INR,2026-03-04 08:29:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00150,P008,P006,9849,INR,2026-03-04 08:37:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00235,P003,P010,23805,INR,2026-03-04 11:53:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00571,P012,P007,1526,INR,2026-03-05 08:58:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00207,P004,P008,22463,INR,2026-03-06 23:54:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00209,P011,P015,4154,INR,2026-03-07 00:46:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00474,P010,P014,3819,INR,2026-03-07 08:39:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00047,P007,P010,2481,INR,2026-03-08 16:33:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00089,P010,P004,2188,INR,2026-03-09 06:57:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00206,P003,P002,3815,INR,2026-03-09 10:53:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
SYN-TXN-00176,P006,P014,675,INR,2026-03-10 01:01:00,TRANSFER,NORMAL,Synthetic Demonstration Dataset,True
